성별코드,만연령,만연령_제곱,교육정도_학력구분코드,교육정도_계열코드,혼인상태코드,연령_20대초반,연령_20대후반,연령_30대초반,연령_30대후반,여성기혼,남성미혼,여성미혼,고졸이하,전문대졸,대졸이상,이공계,인문사회,직업교육및직장체험_취업관련시험준비분야코드,연령계층코드,직업교육및직장체험_직업교육수혜구분코드,출생연도,가구주관계코드,가장최근학교_졸업및중퇴연월,가장최근학교_입학및편입연월,직업교육및직장체험_재학휴학중직장체험여부,가장최근학교_년제수,가장최근학교_편입경험유무,직업교육및직장체험_취업관련시험준비여부,최근직장_전공관련성코드,가장최근학교_휴학경험유무,조사연월,연령대,진성쉬었음,취업여부,취업예측확률,단절위험_환경평균,정책유형,재연결지수,지원필요도점수
2,28,784,4,21,1,0,1,0,0,0,0,1,0,1,0,0,0,0,3,3,1994,1,201502,201303,1,2,2,2,2,2,202205,25-29,0,1,0.8716348047392332,0.15633791231367275,재연결 가능 단절군,0.863,0.1479
1,20,400,4,100,1,1,0,0,0,0,1,0,0,1,0,0,0,0,2,2,2002,3,0,202103,1,0,0,2,0,0,202305,20-24,0,1,0.5958721642994972,0.492572976263481,재연결 가능 단절군,0.569,0.466
1,22,484,5,70,1,1,0,0,0,0,1,0,0,0,1,1,0,0,2,1,2000,3,0,201903,1,0,0,2,0,0,202205,20-24,0,0,0.38377389486260455,0.4803533520422679,안정군,0.425,0.5211
1,32,1024,5,91,2,0,0,1,0,0,0,0,0,0,1,0,0,0,4,1,1989,1,201402,200803,1,4,2,2,4,1,202105,30-34,0,1,0.9930533175779711,0.05925964304922146,안정군,0.977,0.0436
2,39,1521,3,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,5,0,1983,3,0,0,0,0,0,0,0,0,202305,35-39,0,1,0.6248713236724884,0.30263997373455936,취업취약 비단절군,0.647,0.3244
1,20,400,5,40,1,1,0,0,0,0,1,0,0,0,1,0,1,0,2,1,2001,3,0,202003,2,0,0,2,0,0,202105,20-24,0,0,0.031039944090245075,0.4858207213569005,고착형 단절 위험군,0.176,0.6308
2,37,1369,4,100,2,0,0,0,1,1,0,0,0,1,0,0,0,0,5,0,1983,2,0,0,0,0,0,0,0,0,202105,35-39,0,0,0.5344077384236273,0.31559084187742065,고착형 단절 위험군,0.579,0.3606
2,39,1521,5,30,2,0,0,0,1,1,0,0,0,0,1,0,1,0,5,0,1982,2,0,0,0,0,0,0,0,0,202205,35-39,0,0,0.5958721642994972,0.31144141770894623,고착형 단절 위험군,0.624,0.3392
2,28,784,5,70,1,0,1,0,0,0,0,1,0,0,1,1,0,0,3,3,1993,3,201702,201203,1,4,2,2,2,1,202205,25-29,0,1,0.8938898172768219,0.15633791231367275,재연결 가능 단절군,0.879,0.1413
2,34,1156,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,4,0,1986,3,0,5,0,0,0,0,0,0,202105,30-34,0,0,0.5326446480333696,0.24230136139123576,고착형 단절 위험군,0.6,0.3098
2,33,1089,6,50,1,0,0,1,0,0,0,1,0,0,1,1,0,0,4,1,1990,5,202002,201803,2,2,2,2,3,2,202305,30-34,0,1,0.9578250510339315,0.22887157543852418,안정군,0.902,0.1729
1,29,841,3,3,1,0,1,0,0,0,1,0,1,0,0,1,0,0,3,1,1993,1,201202,200903,2,3,2,2,2,2,202305,25-29,0,1,0.8716348047392332,0.12123110098163072,안정군,0.874,0.1234
1,25,625,3,3,1,0,1,0,0,0,1,0,1,0,0,1,0,0,3,3,1996,1,201502,201203,2,3,2,2,1,2,202205,25-29,0,1,0.8775631364910258,0.12326704184888362,안정군,0.877,0.123
2,31,961,5,92,1,0,0,1,0,0,0,1,0,0,1,0,0,0,4,3,1990,1,201302,200903,1,4,2,2,1,2,202105,30-34,0,1,0.8939046092134415,0.24230136139123576,재연결 가능 단절군,0.853,0.2014
2,36,1296,3,1,2,0,0,0,1,1,0,0,1,0,0,0,1,0,5,0,1986,2,0,0,0,0,0,0,0,0,202305,35-39,0,1,0.5034703456834605,0.30263997373455936,취업취약 비단절군,0.562,0.3608
2,39,1521,5,10,2,0,0,0,1,1,0,0,0,0,1,0,0,0,5,0,1983,2,0,0,0,0,0,0,0,0,202305,35-39,0,0,0.5958721642994972,0.30263997373455936,취업취약 비단절군,0.626,0.3331
1,31,961,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,4,1,1989,3,200602,200303,2,3,2,2,1,2,202105,30-34,0,1,0.7186809952401191,0.05925964304922146,취업취약 비단절군,0.785,0.1259
2,36,1296,6,40,1,0,0,0,1,0,0,1,0,0,1,0,1,0,5,0,1984,3,0,0,0,0,0,0,0,0,202105,35-39,0,1,0.7945443435990192,0.31559084187742065,재연결 가능 단절군,0.762,0.2826
2,21,441,4,100,1,1,0,0,0,0,0,1,0,1,0,0,0,0,2,1,2000,3,0,202003,2,0,0,2,0,0,202105,20-24,0,0,0.12310121181088922,0.3957577582143863,취업취약 비단절군,0.267,0.5401
1,28,784,5,10,1,0,1,0,0,0,1,0,0,0,1,0,0,6,3,1,1994,1,201902,201303,1,4,2,1,4,1,202305,25-29,0,0,0.46056552345860524,0.12123110098163072,취업취약 비단절군,0.586,0.2467
2,21,441,5,10,1,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1,2001,3,0,202003,2,0,0,2,0,0,202305,20-24,0,0,0.09528355609151508,0.3752915844640742,취업취약 비단절군,0.254,0.5341
2,31,961,3,1,2,0,0,1,0,1,0,0,1,0,0,0,1,0,4,1,1990,2,200809,200603,2,0,0,2,1,0,202105,30-34,0,0,0.4371525030127181,0.24230136139123576,고착형 단절 위험군,0.533,0.3385
1,32,1024,5,60,1,0,0,1,0,0,1,0,0,0,1,1,0,0,4,3,1990,3,201602,201003,2,4,2,2,3,1,202305,30-34,0,1,0.9372765702865107,0.058942503480726716,안정군,0.938,0.0601
1,33,1089,5,40,1,0,0,1,0,0,1,0,0,0,1,0,1,0,4,4,1988,3,201503,200803,1,4,2,2,3,1,202205,30-34,0,1,0.9536183498581497,0.05785455694967152,안정군,0.95,0.0544
2,24,576,4,10,1,1,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1997,3,201808,201603,2,3,2,2,4,2,202205,20-24,0,1,0.8872564380079252,0.38198034766775535,안정군,0.806,0.3012
1,28,784,3,3,1,0,1,0,0,0,1,0,1,0,0,1,0,9,3,1,1995,3,201502,201203,2,3,2,1,0,2,202305,25-29,0,0,0.0,0.12123110098163072,취업취약 비단절군,0.264,0.3849
1,30,900,5,70,1,0,0,1,0,0,1,0,0,0,1,1,0,0,4,1,1992,1,201403,201103,1,0,0,2,3,0,202305,30-34,0,1,0.9542597325441929,0.058942503480726716,안정군,0.95,0.055
1,31,961,4,70,1,0,0,1,0,0,1,0,0,1,0,1,0,0,4,1,1990,3,201602,201303,1,3,2,2,3,2,202105,30-34,0,1,0.9035979107303409,0.05925964304922146,안정군,0.915,0.0704
2,39,1521,1,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,5,0,1983,2,0,0,0,0,0,0,0,0,202205,35-39,0,0,0.5958721642994972,0.31144141770894623,고착형 단절 위험군,0.624,0.3392
2,25,625,5,92,2,0,1,0,0,1,0,0,0,0,1,0,0,0,3,1,1995,2,201802,201403,2,4,2,2,1,2,202105,25-29,0,0,0.6354753956899879,0.16095345897786528,재연결 가능 단절군,0.697,0.222
1,35,1225,5,60,2,0,0,0,1,0,0,0,0,0,1,1,0,0,5,0,1985,1,0,0,0,0,0,0,0,0,202105,35-39,0,1,0.9780817898975388,0.04956351335007309,안정군,0.97,0.0413
2,20,400,5,22,1,1,0,0,0,0,0,1,0,0,1,0,1,0,2,1,2002,3,0,202103,2,0,0,2,0,0,202305,20-24,0,0,0.07060117982368928,0.3752915844640742,취업취약 비단절군,0.237,0.5415
1,23,529,4,100,1,1,0,0,0,0,1,0,0,1,0,0,0,0,2,2,1999,3,0,201803,1,0,0,2,0,0,202205,20-24,0,1,0.4683897842499993,0.4803533520422679,안정군,0.484,0.4957
2,35,1225,5,70,2,0,0,0,1,1,0,0,0,0,1,1,0,0,5,0,1987,1,0,0,0,0,0,0,0,0,202305,35-39,0,1,0.7901421371715446,0.30263997373455936,안정군,0.762,0.2748
2,30,900,4,91,1,0,0,1,0,0,0,1,0,1,0,0,0,0,4,1,1990,3,201202,200903,1,3,2,2,3,2,202105,30-34,0,1,0.8716348047392332,0.24230136139123576,재연결 가능 단절군,0.837,0.2081
1,35,1225,4,60,2,0,0,0,1,0,0,0,0,1,0,1,0,0,5,0,1985,1,0,0,0,0,0,0,0,0,202105,35-39,0,1,0.9671413017602314,0.04956351335007309,안정군,0.962,0.0446
2,25,625,5,50,1,0,1,0,0,0,0,1,0,0,1,1,0,3,3,2,1996,3,202102,201503,1,4,2,1,1,1,202205,25-29,0,1,0.4722330644461792,0.15633791231367275,고착형 단절 위험군,0.584,0.2678
1,29,841,5,70,1,0,1,0,0,0,1,0,0,0,1,1,0,0,3,2,1991,1,201702,201003,1,4,2,2,3,1,202105,25-29,0,1,0.9754708030812731,0.1237875978263681,안정군,0.946,0.094
1,34,1156,5,70,2,0,0,1,0,0,0,0,0,0,1,1,0,0,4,1,1989,1,201608,200803,2,4,2,2,3,1,202305,30-34,0,1,0.9968847352024922,0.058942503480726716,안정군,0.98,0.0422
1,38,1444,4,40,2,0,0,0,1,0,0,0,0,1,0,0,1,0,5,0,1984,1,0,0,0,0,0,0,0,0,202305,35-39,0,1,0.9670803370838822,0.05220923441143611,안정군,0.961,0.0464
2,20,400,5,100,1,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1,2003,3,0,202203,1,0,0,2,0,0,202305,20-24,0,0,0.6064762363169968,0.3752915844640742,안정군,0.612,0.3808
2,20,400,5,50,1,1,0,0,0,0,0,1,0,0,1,1,0,0,2,1,2003,3,0,202103,1,0,0,2,0,0,202305,20-24,0,1,0.5316871724766462,0.3752915844640742,안정군,0.56,0.4032
2,32,1024,5,70,2,0,0,1,0,1,0,0,0,0,1,1,0,0,4,1,1988,2,201302,200803,1,5,2,2,4,2,202105,30-34,0,0,0.7781308902713554,0.24230136139123576,재연결 가능 단절군,0.772,0.2362
1,38,1444,5,22,1,0,0,0,1,0,1,0,0,0,1,0,1,0,5,0,1983,1,0,0,0,0,0,0,0,0,202205,35-39,0,1,0.8775631364910258,0.05014325784812647,안정군,0.899,0.0718
2,24,576,4,40,1,1,0,0,0,0,0,1,0,1,0,0,1,0,2,1,1998,3,202002,201703,1,3,2,2,4,2,202205,20-24,0,1,0.9255562196724423,0.38198034766775535,안정군,0.833,0.2897
1,26,676,5,21,1,0,1,0,0,0,1,0,0,0,1,0,0,0,3,1,1996,1,201902,201503,1,4,2,2,1,2,202205,25-29,0,1,0.9035979107303409,0.12326704184888362,안정군,0.896,0.1152
2,27,729,4,21,1,0,1,0,0,0,0,1,0,1,0,0,0,0,3,1,1993,3,201402,201203,1,2,2,2,4,2,202105,25-29,0,1,0.8775631364910258,0.16095345897786528,재연결 가능 단절군,0.866,0.1494
1,35,1225,5,70,1,0,0,0,1,0,1,0,0,0,1,1,0,0,5,0,1986,3,0,0,0,0,0,0,0,0,202205,35-39,0,1,0.7770723531696301,0.05014325784812647,안정군,0.829,0.102
1,35,1225,2,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,5,0,1987,3,0,0,0,0,0,0,0,0,202305,35-39,0,1,0.559085275089341,0.05220923441143611,취업취약 비단절군,0.676,0.1688
2,34,1156,5,40,1,0,0,1,0,0,0,1,0,0,1,0,1,0,4,3,1988,3,201102,200703,1,4,2,2,2,2,202205,30-34,0,1,0.878978989130112,0.2345583864473848,재연결 가능 단절군,0.845,0.2005
2,23,529,5,91,1,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1,2000,3,202303,201903,1,4,2,2,1,2,202305,20-24,0,1,0.9221628272377799,0.3752915844640742,안정군,0.833,0.2861
1,39,1521,3,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0,5,0,1981,1,0,0,0,0,0,0,0,0,202105,35-39,0,1,0.9616040548885154,0.04956351335007309,안정군,0.958,0.0462
2,28,784,3,3,2,0,1,0,0,1,0,0,1,0,0,1,0,0,3,1,1995,2,201402,201103,2,3,2,2,0,2,202305,25-29,0,0,0.0,0.15422315360960995,취업취약 비단절군,0.254,0.408
2,22,484,5,91,1,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1,1998,3,0,201803,2,0,0,2,0,0,202105,20-24,0,0,0.10296677122153873,0.3957577582143863,취업취약 비단절군,0.253,0.5461
2,31,961,3,1,2,0,0,1,0,1,0,0,1,0,0,0,1,0,4,3,1990,2,200902,200603,1,3,2,2,1,2,202205,30-34,0,1,0.49494548661215326,0.2345583864473848,고착형 단절 위험군,0.576,0.3157
1,38,1444,5,22,2,0,0,0,1,0,0,0,0,0,1,0,1,0,5,0,1982,1,0,0,0,0,0,0,0,0,202105,35-39,0,1,0.9700563947003576,0.04956351335007309,안정군,0.964,0.0437
1,27,729,5,91,1,0,1,0,0,0,1,0,0,0,1,0,0,0,3,1,1993,3,201802,201203,1,4,2,2,1,1,202105,25-29,0,1,0.887412724069871,0.1237875978263681,안정군,0.884,0.1204
1,39,1521,3,3,2,0,0,0,1,0,0,0,1,0,0,1,0,0,5,0,1982,1,0,0,0,0,0,0,0,0,202205,35-39,0,1,0.9662091016706622,0.05014325784812647,안정군,0.961,0.0452
2,35,1225,5,50,1,0,0,0,1,0,0,1,0,0,1,1,0,0,5,0,1985,3,0,0,0,0,0,0,0,0,202105,35-39,0,1,0.7770723531696301,0.31559084187742065,재연결 가능 단절군,0.749,0.2878
2,23,529,4,40,1,1,0,0,0,0,0,1,0,1,0,0,1,0,2,1,1999,3,202202,201903,2,3,2,2,3,2,202305,20-24,0,1,0.878978989130112,0.3752915844640742,안정군,0.803,0.299
2,23,529,5,50,1,1,0,0,0,0,0,1,0,0,1,1,0,6,2,1,1998,3,0,201703,2,0,0,1,0,0,202105,20-24,0,0,0.022498611836271266,0.3957577582143863,취업취약 비단절군,0.197,0.5703
1,34,1156,5,30,1,0,0,1,0,0,1,0,0,0,1,0,1,6,4,1,1988,3,201402,200703,2,4,2,1,0,1,202305,30-34,1,0,0.0,0.058942503480726716,취업취약 비단절군,0.282,0.3413
1,36,1296,6,70,2,0,0,0,1,0,0,0,0,0,1,1,0,0,5,0,1986,1,0,0,0,0,0,0,0,0,202205,35-39,0,1,0.9899976828608944,0.05014325784812647,안정군,0.978,0.0381
1,39,1521,5,40,2,0,0,0,1,0,0,0,0,0,1,0,1,0,5,0,1982,1,0,0,0,0,0,0,0,0,202105,35-39,0,1,0.9755878825453319,0.04956351335007309,안정군,0.968,0.042
1,39,1521,5,70,1,0,0,0,1,0,1,0,0,0,1,1,0,0,5,0,1981,1,0,0,0,0,0,0,0,0,202105,35-39,0,1,0.9188749321411008,0.04956351335007309,안정군,0.928,0.059
2,31,961,5,22,1,0,0,1,0,0,0,1,0,0,1,0,1,0,4,1,1990,3,201302,200903,1,4,2,2,4,2,202205,30-34,0,1,0.9019913387562123,0.2345583864473848,재연결 가능 단절군,0.861,0.1936
2,33,1089,4,92,2,0,0,1,0,1,0,0,0,1,0,0,0,0,4,1,1989,2,201002,200803,2,2,2,2,4,2,202305,30-34,0,0,0.5166522074416812,0.22887157543852418,취업취약 비단절군,0.593,0.3052
2,25,625,5,40,1,0,1,0,0,0,0,1,0,0,1,0,1,0,3,1,1997,1,202002,201603,1,4,2,2,3,2,202205,25-29,0,1,0.9623729400913628,0.15633791231367275,재연결 가능 단절군,0.927,0.1207
1,32,1024,5,21,1,0,0,1,0,0,1,0,0,0,1,0,0,3,4,1,1991,3,201702,201003,1,4,2,1,0,1,202305,30-34,0,0,0.0,0.058942503480726716,취업취약 비단절군,0.282,0.3413
1,32,1024,5,50,1,0,0,1,0,0,1,0,0,0,1,1,0,0,4,3,1990,3,201602,201003,2,4,2,2,1,1,202205,30-34,0,1,0.8775631364910258,0.05785455694967152,안정군,0.897,0.0772
1,27,729,5,60,1,0,1,0,0,0,1,0,0,0,1,1,0,3,3,1,1995,3,202302,201703,1,4,2,1,0,1,202305,25-29,0,0,0.0,0.12123110098163072,취업취약 비단절군,0.264,0.3849
1,31,961,3,3,1,0,0,1,0,0,1,0,1,0,0,1,0,0,4,1,1991,3,201002,200703,1,3,2,2,1,2,202305,30-34,0,1,0.8166052776694902,0.058942503480726716,안정군,0.854,0.0963
2,31,961,5,70,2,0,0,1,0,1,0,0,0,0,1,1,0,0,4,1,1991,2,201402,201003,2,4,2,2,1,2,202305,30-34,0,1,0.6426461002291135,0.22887157543852418,취업취약 비단절군,0.681,0.2674
2,37,1369,3,1,2,0,0,0,1,1,0,0,1,0,0,0,1,0,5,0,1985,2,0,0,0,0,0,0,0,0,202305,35-39,0,0,0.5034703456834605,0.30263997373455936,취업취약 비단절군,0.562,0.3608
2,37,1369,6,10,2,0,0,0,1,1,0,0,0,0,1,0,0,0,5,0,1983,2,0,0,0,0,0,0,0,0,202105,35-39,0,1,0.6477426686469161,0.31559084187742065,재연결 가능 단절군,0.659,0.3266
1,34,1156,5,70,2,0,0,1,0,0,0,0,0,0,1,1,0,0,4,1,1987,1,201002,200603,1,4,2,2,4,2,202205,30-34,0,1,0.9961685823754789,0.05785455694967152,안정군,0.98,0.0416
1,28,784,5,60,1,0,1,0,0,0,1,0,0,0,1,1,0,0,3,1,1994,3,201802,201303,2,0,0,2,0,0,202305,25-29,0,0,0.006289308176100628,0.12123110098163072,취업취약 비단절군,0.268,0.383
2,34,1156,5,70,2,0,0,1,0,1,0,0,0,0,1,1,0,0,4,1,1988,2,201108,200703,1,4,2,2,2,1,202305,30-34,0,1,0.6468729112179382,0.22887157543852418,취업취약 비단절군,0.684,0.2661
1,35,1225,5,21,2,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,1986,1,0,0,0,0,0,0,0,0,202205,35-39,0,1,0.9700563947003576,0.05014325784812647,안정군,0.964,0.0441
2,22,484,5,50,1,1,0,0,0,0,0,1,0,0,1,1,0,0,2,1,1999,3,0,202003,2,0,0,2,0,0,202105,20-24,0,0,0.11051653100190935,0.3957577582143863,취업취약 비단절군,0.259,0.5439
1,27,729,6,70,1,0,1,0,0,0,1,0,0,0,1,1,0,0,3,2,1995,3,0,202209,2,0,0,2,0,0,202305,25-29,0,0,0.16495942576627415,0.12123110098163072,취업취약 비단절군,0.379,0.3354
2,20,400,5,22,1,1,0,0,0,0,0,1,0,0,1,0,1,0,2,1,2001,3,0,202003,1,0,0,2,0,0,202205,20-24,0,0,0.5153626288021587,0.38198034766775535,안정군,0.546,0.4128
2,35,1225,2,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,5,0,1988,8,0,0,0,0,0,0,0,0,202305,35-39,0,1,0.46056552345860524,0.30263997373455936,취업취약 비단절군,0.532,0.3737
2,21,441,5,60,1,1,0,0,0,0,0,1,0,0,1,1,0,0,2,1,2000,3,0,202003,2,0,0,2,0,0,202105,20-24,0,0,0.10296677122153873,0.3957577582143863,취업취약 비단절군,0.253,0.5461
2,27,729,4,40,2,0,1,0,0,1,0,0,0,1,0,0,1,0,3,1,1994,2,201602,201303,1,3,2,2,4,2,202105,25-29,0,0,0.7284919277470995,0.16095345897786528,재연결 가능 단절군,0.762,0.1941
1,25,625,5,60,1,0,1,0,0,0,1,0,0,0,1,1,0,0,3,2,1996,3,0,201503,1,0,0,2,0,0,202105,25-29,1,0,0.5244165235841152,0.1237875978263681,취업취약 비단절군,0.63,0.2293
2,36,1296,5,10,1,0,0,0,1,0,0,1,0,0,1,0,0,0,5,0,1985,3,0,0,0,0,0,0,0,0,202105,35-39,0,1,0.7650218115654094,0.31559084187742065,재연결 가능 단절군,0.741,0.2914
1,35,1225,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,1987,1,0,0,0,0,0,0,0,0,202305,35-39,0,1,0.8956591872194979,0.05220923441143611,안정군,0.911,0.0678
1,30,900,5,91,1,0,0,1,0,0,1,0,0,0,1,0,0,0,4,2,1993,1,202302,201903,1,4,2,2,4,2,202305,30-34,0,1,0.9863763786976424,0.058942503480726716,안정군,0.973,0.0453
1,23,529,4,40,1,1,0,0,0,0,1,0,0,1,0,0,1,0,2,1,1999,9,202302,201803,1,2,2,2,4,1,202305,20-24,0,1,0.9662118693882084,0.492572976263481,재연결 가능 단절군,0.829,0.3549
2,29,841,5,91,2,0,1,0,0,1,0,0,0,0,1,0,0,0,3,2,1994,2,201902,201503,2,4,2,2,4,2,202305,25-29,0,1,0.8028456605457928,0.15422315360960995,안정군,0.816,0.1671
2,21,441,5,21,1,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1,2002,3,0,202103,2,0,0,2,0,0,202305,20-24,0,0,0.10296677122153873,0.3752915844640742,취업취약 비단절군,0.259,0.5318
1,29,841,3,1,2,0,1,0,0,0,0,0,1,0,0,0,1,0,3,1,1993,1,201402,201103,2,3,2,2,1,2,202205,25-29,0,1,0.9405719148807509,0.12326704184888362,안정군,0.921,0.1041
2,36,1296,5,22,2,0,0,0,1,1,0,0,0,0,1,0,1,0,5,0,1987,2,0,0,0,0,0,0,0,0,202305,35-39,0,1,0.5911063556969941,0.30263997373455936,취업취약 비단절군,0.623,0.3345
1,25,625,3,3,1,0,1,0,0,0,1,0,1,0,0,1,0,0,3,3,1997,1,201602,201303,1,3,2,2,1,2,202305,25-29,0,1,0.8775631364910258,0.12123110098163072,안정군,0.878,0.1216
2,24,576,5,22,1,1,0,0,0,0,0,1,0,0,1,0,1,4,2,1,1998,3,202202,201703,1,4,2,1,3,1,202205,20-24,0,1,0.5483452641978476,0.38198034766775535,안정군,0.569,0.4029
2,25,625,3,3,1,0,1,0,0,0,0,1,1,0,0,1,0,0,3,1,1996,5,201502,201203,1,3,2,2,3,2,202205,25-29,0,1,0.8631608055734389,0.15633791231367275,재연결 가능 단절군,0.857,0.1505
2,23,529,4,91,1,1,0,0,0,0,0,1,0,1,0,0,0,3,2,3,1999,3,202002,201803,1,2,2,1,1,2,202305,20-24,0,0,0.3845810877658882,0.3752915844640742,안정군,0.457,0.4473
1,30,900,4,50,2,0,0,1,0,0,0,0,0,1,0,1,0,0,4,1,1992,4,201802,201403,2,2,2,2,4,1,202305,30-34,0,1,0.9623729400913628,0.058942503480726716,안정군,0.956,0.0525
1,24,576,4,70,1,1,0,0,0,0,1,0,0,1,0,1,0,0,2,1,1998,3,202002,201703,2,2,2,2,1,1,202305,20-24,0,1,0.8207722747741576,0.492572976263481,재연결 가능 단절군,0.727,0.3986
2,29,841,6,92,1,0,1,0,0,0,0,1,0,0,1,0,0,0,3,1,1994,3,202008,201803,1,3,2,2,4,2,202305,25-29,0,1,0.9671413017602314,0.15422315360960995,안정군,0.931,0.1178
1,24,576,4,100,1,1,0,0,0,0,1,0,0,1,0,0,0,3,2,1,1998,3,202202,201703,1,2,2,1,1,1,202205,20-24,0,0,0.4170688414865544,0.4803533520422679,안정군,0.448,0.5111
2,30,900,5,91,1,0,0,1,0,0,0,1,0,0,1,0,0,0,4,1,1992,3,201502,201103,1,4,2,2,4,2,202205,30-34,0,1,0.9542597325441929,0.2345583864473848,재연결 가능 단절군,0.898,0.1779
2,32,1024,5,30,1,0,0,1,0,0,0,1,0,0,1,0,1,0,4,2,1991,3,201402,201003,1,4,2,2,3,2,202305,30-34,0,1,0.9112078228006846,0.22887157543852418,안정군,0.869,0.1868
2,39,1521,4,40,2,0,0,0,1,1,0,0,0,1,0,0,1,0,5,0,1983,2,0,0,0,0,0,0,0,0,202305,35-39,0,1,0.5344077384236273,0.30263997373455936,취업취약 비단절군,0.583,0.3515
2,25,625,4,21,1,0,1,0,0,0,0,1,0,1,0,0,0,0,3,3,1995,3,201802,201503,1,3,2,2,4,2,202105,25-29,0,1,0.8962822027173551,0.16095345897786528,재연결 가능 단절군,0.879,0.1438
1,28,784,5,40,1,0,1,0,0,0,1,0,0,0,1,0,1,0,3,2,1995,3,201808,201403,1,0,0,2,1,0,202305,25-29,0,1,0.8690891373252315,0.12123110098163072,안정군,0.872,0.1241
2,37,1369,3,1,2,0,0,0,1,1,0,0,1,0,0,0,1,0,5,0,1984,2,0,0,0,0,0,0,0,0,202205,35-39,0,1,0.5034703456834605,0.31144141770894623,고착형 단절 위험군,0.559,0.367
2,31,961,4,10,2,0,0,1,0,1,0,0,0,1,0,0,0,0,4,1,1990,2,201402,201103,1,3,2,2,4,2,202205,30-34,0,1,0.5958721642994972,0.2345583864473848,고착형 단절 위험군,0.647,0.2854
2,32,1024,4,91,2,0,0,1,0,1,0,0,0,1,0,0,0,0,4,1,1989,2,202202,202003,2,2,2,2,0,2,202205,30-34,0,0,0.0,0.2345583864473848,고착형 단절 위험군,0.23,0.4642
1,22,484,5,70,1,1,0,0,0,0,1,0,0,0,1,1,0,0,2,1,2000,5,202005,201903,1,0,0,2,1,0,202305,20-24,0,0,0.8405870701969355,0.492572976263481,재연결 가능 단절군,0.741,0.3926
1,24,576,5,22,1,1,0,0,0,0,1,0,0,0,1,0,1,0,2,2,1998,3,0,201703,1,0,0,2,0,0,202305,20-24,0,1,0.44740323029796714,0.492572976263481,재연결 가능 단절군,0.465,0.5106
2,30,900,5,40,1,0,0,1,0,0,0,1,0,0,1,0,1,0,4,2,1991,1,201708,201003,1,4,2,2,4,1,202205,30-34,0,1,0.9661481369943129,0.2345583864473848,재연결 가능 단절군,0.906,0.1743
2,24,576,4,80,1,1,0,0,0,0,0,1,0,1,0,1,0,0,2,1,1997,3,201902,201703,1,2,2,2,4,2,202205,20-24,0,1,0.9404818397557718,0.38198034766775535,안정군,0.844,0.2852
1,29,841,4,60,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3,1,1992,1,201602,201203,2,2,2,2,2,1,202105,25-29,0,1,0.9112078228006846,0.1237875978263681,안정군,0.901,0.1133
1,39,1521,5,40,2,0,0,0,1,0,0,0,0,0,1,0,1,0,5,0,1983,1,0,0,0,0,0,0,0,0,202305,35-39,0,1,0.9750122483197655,0.05220923441143611,안정군,0.967,0.044
2,25,625,5,21,1,0,1,0,0,0,0,1,0,0,1,0,0,0,3,3,1996,1,202102,201503,1,3,2,2,3,2,202205,25-29,0,1,0.9306556515743317,0.15633791231367275,재연결 가능 단절군,0.905,0.1302
1,32,1024,5,30,1,0,0,1,0,0,1,0,0,0,1,0,1,0,4,1,1989,3,201602,200903,1,4,2,2,1,1,202205,30-34,0,1,0.8775631364910258,0.05785455694967152,안정군,0.897,0.0772
1,39,1521,4,70,2,0,0,0,1,0,0,0,0,1,0,1,0,0,5,0,1983,1,0,0,0,0,0,0,0,0,202305,35-39,0,1,0.9697522885764971,0.05220923441143611,안정군,0.963,0.0456
2,30,900,5,100,1,0,0,1,0,0,0,1,0,0,1,0,0,0,4,1,1992,3,201502,201103,1,4,2,2,4,2,202205,30-34,0,1,0.9405719148807509,0.2345583864473848,재연결 가능 단절군,0.888,0.182
1,24,576,5,40,1,1,0,0,0,0,1,0,0,0,1,0,1,0,2,1,1998,3,0,201703,1,0,0,2,0,0,202305,20-24,0,1,0.4371525030127181,0.492572976263481,재연결 가능 단절군,0.458,0.5137
2,21,441,5,70,1,1,0,0,0,0,0,1,0,0,1,1,0,0,2,2,1999,3,0,201803,1,0,0,2,0,0,202105,20-24,0,1,0.4799105215771882,0.3957577582143863,안정군,0.517,0.4331
2,20,400,5,22,1,1,0,0,0,0,0,1,0,0,1,0,1,0,2,1,2002,3,0,202203,2,0,0,2,0,0,202205,20-24,0,0,0.055873939536432916,0.38198034766775535,취업취약 비단절군,0.225,0.5506
1,37,1369,5,40,4,0,0,0,1,0,0,0,0,0,1,0,1,0,5,0,1984,4,0,0,0,0,0,0,0,0,202105,35-39,0,1,0.8147526566880093,0.04956351335007309,안정군,0.855,0.0903
